size,total_sqft,bath,balcony,built_up,carpet,plot,immediate,readymove
3,1340,3,0,1,0,0,0,1
3,1610,3,2,0,0,0,0,1
2,1160,2,1,1,0,0,0,0
2,1092,2,2,0,0,0,0,1
2,1194,2,2,0,0,0,0,1
3,1455,3,1,0,0,0,0,1
1,734,1,0,0,0,0,0,0
2,799,2,1,1,0,0,0,1
3,1896,3,1,1,0,0,0,1
2,1100,2,1,0,0,0,0,1
2,1350,2,1,1,0,0,0,1
3,1355,3,1,0,0,0,0,1
2,1128,2,1,0,0,0,0,0
2,1350,2,0,0,0,1,0,1
3,3875,3,2,0,0,0,0,1
3,1493,3,2,0,0,0,0,1
2,1098,2,1,0,0,0,0,1
3,1900,2,1,0,0,0,0,1
3,1460,3,2,0,0,0,0,1
3,2350,4,3,0,0,0,0,1
5,1600,5,3,0,0,1,0,1
2,1091,2,1,0,0,0,0,1
2,1180,2,3,0,0,0,0,1
2,1366,3,1,0,0,0,0,0
3,1685,3,2,0,0,0,0,1
2,1260,2,3,1,0,0,0,1
3,3010,3,2,0,0,1,0,1
3,1330,4,1,0,0,1,0,1
2,1200,2,0,0,0,1,0,1
2,1346,2,1,0,0,0,0,0
1,630,1,0,0,0,0,0,0
3,1476,2.692510947,1.584375738,0,0,0,0,0
3,1850,3,2,0,0,0,0,1
5,2350,2,0,0,0,1,0,1
2,755,1,1,0,0,0,0,1
5,800,5,2,0,0,1,0,1
2,1194,2,2,0,0,0,0,1
3,3850,5,1.584375738,0,0,0,0,0
4,4235,4,2,0,0,0,0,0
1,800,1,0,0,0,1,0,0
3,2250,3,1,0,0,0,0,1
2,1352,2,2,0,0,0,0,1
3,2002,3,2,0,0,0,0,1
4,4000,5,1,0,0,1,0,1
2,1060,2,2,1,0,0,0,1
3,1419.59,2,1,0,0,0,0,1
2,1196,2,2,0,0,0,0,1
3,1220,2,2,1,0,0,0,0
3,1595,3,2,0,0,0,0,0
2,1260,2,3,0,0,0,0,1
2,1100,2,2,0,0,0,0,1
2,1550,2,2,0,0,0,0,1
2,1180,2,3,0,0,0,0,1
4,4000,5,1,0,0,1,0,0
3,1662,3,2,1,0,0,0,1
2,1285,2,1,0,0,0,0,1
4,1080,4,1,0,0,1,0,1
3,1862,3,2,0,0,0,0,1
2,1419,2,2,0,0,0,0,1
3,1410,3,2,1,0,0,0,0
3,1560,2,2,0,0,0,0,1
5,1100,4,3,0,0,1,0,1
3,1634,3,3,0,0,0,0,0
5,5530,5,3,0,0,1,0,1
3,1150,2,3,1,0,0,0,1
2,1100,2,1.584375738,0,0,0,0,0
3,1616,3,1,0,0,0,0,0
2,1392,2,1,0,0,0,0,0
3,1798,3,1,0,0,0,0,0
3,1675,3,3,0,0,0,0,1
2,792,2,1,0,0,1,0,1
5,2000,4,1,0,0,0,0,1
7,600,7,3,1,0,0,0,1
3,1700,3,2,0,0,0,0,0
2,1248,2,1,0,0,0,0,1
2,1147,2,1,1,0,0,0,1
2,1100,2,2,0,0,0,0,1
3,1527,3,2,0,0,0,0,1
5,2400,5,2,0,0,1,0,1
1,525,1,1,0,0,0,0,0
2,1100,2,3,0,0,0,0,1
2,1118,2,2,0,0,0,0,0
3,1476,3,1,0,0,0,0,0
3,2100,3,1,1,0,0,0,1
3,1215,2,2,0,0,0,0,0
2,1332,2,1,0,0,0,0,1
2,1350,2,3,0,0,0,0,1
4,600,4,1,0,0,1,0,1
2,1243,2,2,0,0,0,0,1
2,1105,2,2,0,0,0,0,1
3,1500,2,1,0,0,1,0,1
2,1200,2,2,0,0,0,0,1
2,1251,2,1,0,0,0,0,0
2,883,2,1,0,0,0,0,1
3,1400,2,3,0,0,0,0,1
3,1800,3,3,0,0,0,0,1
3,1703,3,2,0,0,0,0,1
5,2500,5,3,0,0,0,0,1
3,1250,3,1.584375738,0,0,0,0,1
2,933,2,2,0,0,0,0,1
1,461.82,1,1,0,0,1,0,1
2,1262,2,1,0,0,0,0,1
2,915,2,2,0,0,0,0,1
3,1370,2,2,0,0,0,0,1
2,1210,2,3,0,0,0,0,1
3,2392,4,2,0,0,0,0,1
3,1500,2,0,0,0,1,0,0
2,1065,2,3,0,0,0,0,1
4,3100,4,2,0,0,0,0,1
3,1515,3,3,0,0,0,0,1
4,1800,4,1.584375738,0,0,1,0,0
3,1445,2,3,0,0,0,0,1
3,1300,2,1,0,0,0,0,1
2,989,2,0,1,0,0,0,1
2,1300,2,1,0,0,0,0,1
3,1185,2,2,0,0,0,0,0
5,1350,3,1,0,0,1,0,1
2,1045,2,3,0,0,0,0,1
2,1205,2,2,0,0,0,0,0
2,1260,2,1,0,0,0,0,1
5,1320,5,2,0,0,1,0,1
3,1500,2,2,0,0,0,0,1
3,1250,2,2,0,0,0,0,0
2,1199,2,2,1,0,0,0,0
2,1385,2,1,0,0,0,0,1
6,1222,5,3,0,0,1,0,1
2,1149,2,1,0,0,0,0,1
3,2180,3,2,0,0,0,0,1
8,1200,7,1,0,0,1,0,1
10,12000,12,1.584375738,0,0,0,0,1
5,1200,5,0,0,0,1,0,1
3,1818,3,1,0,0,0,0,1
2,1070,2,2,0,0,0,0,1
3,1640,3,2,0,0,0,0,1
3,1350,2,2,1,0,0,0,1
2,630,1,1,1,0,0,0,1
2,1430,2,2,0,0,0,0,0
3,2430,4,3,0,0,0,0,1
6,1500,7,3,0,0,1,0,1
2,1084,2,3,0,0,0,0,1
3,1186,2,1,0,0,0,0,1
2,1255,2,2,1,0,0,0,1
4,3400,5,3,0,0,0,0,1
3,1541,3,1,0,0,0,0,0
4,3596,5,1,0,0,0,0,1
2,1295,2,2,0,0,0,0,1
3,1000,4,3,0,0,1,0,1
3,2820,3,1.584375738,1,0,0,0,1
3,1370,2,2,0,0,0,0,1
2,1100,2,1,0,0,0,0,1
4,4772,6,2,0,0,0,0,0
2,1370,2,1,0,0,0,0,1
3,1370,2,1,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
4,2000,3,0,0,0,1,0,1
4,3500,4,1.584375738,1,0,0,0,1
5,1200,4,3,0,0,1,0,1
4,2400,5,2,0,0,1,0,1
3,1220,3,2,0,0,0,0,1
3,1950,3,2,1,0,0,0,1
2,1178,2,3,0,0,0,0,1
3,1286,3,2,0,0,0,0,1
2,1160,2,2,0,0,0,0,1
2,918,2,2,0,0,0,0,1
3,1563,3,2,0,0,0,0,0
2,1326,2,1,0,0,0,0,0
3,1350,2,2,0,0,0,0,1
4,3960,5,3,0,0,0,0,0
2,1240,2,2,0,0,0,0,1
2,1325,2,2,0,0,0,0,1
2,1100,2,1,0,0,0,0,1
3,3875,3,2,0,0,0,0,1
3,1605,3,2,0,0,0,0,1
5,5600,5,3,0,0,0,0,1
2,1260,2,1,0,0,0,0,1
3,1553,3,2,0,0,0,0,0
2,1280,2,2,0,0,0,0,1
3,1550,2,2,0,0,0,0,1
3,1445,2,2,0,0,0,0,1
3,1550,3,2,0,0,0,0,1
3,1515,2,1,0,0,0,0,1
3,1332,2,1,0,0,0,0,0
3,1652,3,2,0,0,0,0,1
3,1570,3,1,0,0,0,0,1
4,5400,4,3,0,0,1,0,1
1,794,1,1,0,0,0,0,1
3,1200,2,0,0,0,1,0,1
4,3600,3,2,1,0,0,0,1
3,1200,3,2,0,0,1,0,1
4,1650,3,1,0,0,0,0,1
4,600,2,1,0,0,1,0,1
3,2800,3,2,0,0,0,0,1
3,1750,3,2,0,0,0,0,1
2,1053,2,1,1,0,0,0,1
3,1100,3,2,0,0,0,0,0
3,1665,3,3,0,0,0,0,1
4,4051,4,3,0,0,1,0,1
4,5500,5,1,0,0,1,0,1
3,1447,3,2,1,0,0,0,1
2,1012,2,1,1,0,0,0,1
3,1900,3,2,0,0,0,0,1
2,1308,2,2,0,0,0,0,1
4,3250,4,1.584375738,0,0,0,0,1
1,1351,2,1,0,0,0,0,1
2,1000,2,2,0,0,0,0,1
4,1200,4,2,0,0,1,0,1
2,1140,2,2,0,0,0,0,0
4,3181,4,0,0,0,0,0,0
3,1250,2,1,1,0,0,0,1
3,1290,3,3,0,0,0,0,1
2,1424,2,2,0,0,0,0,1
3,1320,2,2,0,0,0,0,1
3,1662,3,2,1,0,0,0,1
5,8321,5,3,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
3,1975,3,1.584375738,1,0,0,0,1
3,1295,2,2,0,0,0,0,1
3,1777,3,2,0,0,0,0,1
3,1900,3,1.584375738,0,0,0,0,0
3,1576,3,2,0,0,0,0,0
2,1020,2,3,0,0,0,0,1
3,2100,3,3,0,0,0,0,1
1,648,1,1,0,0,0,0,0
3,1167,2,1,0,0,0,0,1
7,1000,7,3,0,0,1,0,1
2,1220,2,2,0,0,0,0,1
3,2350,5,1,0,0,0,0,1
2,1259,2,1,0,0,0,0,1
4,2000,4,2,1,0,0,0,1
3,1800,3,1,0,0,0,0,1
3,1991,3,2,1,0,0,0,1
3,1665,3,3,0,0,0,0,1
2,1234,2,1,1,0,0,0,0
3,1340,2,2,0,0,0,0,1
2,1170,2,2,0,0,0,0,1
2,995,2,0,1,0,0,0,1
2,1075,2,2,0,0,0,0,1
2,1025,2,1,0,0,0,0,0
3,2721,3,2,0,0,0,0,1
3,2000,3,2,0,0,0,0,1
4,2500,4,3,0,0,0,0,1
2,1325,2,2,0,0,0,0,1
2,1314,2,3,0,0,0,0,0
3,2265,3,2,0,0,0,0,0
7,4800,7,0,1,0,0,0,1
2,1026,2,1,0,0,0,0,0
3,1200,3,2,1,0,0,0,1
3,2220,4,2,1,0,0,0,1
2,1192.5,2,0,0,0,0,0,0
2,1420,2,1,0,0,0,0,0
3,1888,4,1,0,0,0,0,1
2,1300,2,1,0,0,0,0,0
2,1216,2,0,0,0,0,0,0
4,3000,4,3,0,0,1,0,0
3,1559,3,2,1,0,0,0,1
2,1290,2,1,0,0,0,0,1
6,2400,6,1.584375738,0,0,1,0,1
1,905,1,1,1,0,0,0,0
2,1069,2,1.584375738,1,0,0,0,1
2,829,2,1,0,0,0,0,0
2,1900,2,1,1,0,0,0,1
5,32722.256,5,1,1,0,0,0,1
3,1300,3,2,1,0,0,0,1
2,1115,2,1,0,0,0,0,1
3,2409,3,2,0,0,0,0,1
3,2150,4,2,0,0,0,0,1
3,1305,2,1,0,0,0,0,0
2,1252,2,1,0,0,0,0,0
5,2400,5,1.584375738,0,0,1,0,1
2,1200,2,1,0,0,1,0,0
3,1750,3,1,1,0,0,0,1
2,545,1,1,0,0,0,0,1
2,1375,2,1,0,0,1,0,1
2,1313,2,2,0,0,0,0,1
4,3640,4,1,0,0,1,0,1
3,1693,3,2,0,0,0,0,0
2,1160,2,1,0,0,0,0,1
3,1200,3,0,0,0,1,0,1
3,1255,2,2,0,0,0,0,1
4,1000,4,1,0,0,1,0,1
2,900,2,1,1,0,0,0,1
3,1700,3,2,0,0,0,0,1
3,1875,3,1,0,1,0,0,1
3,1700,3,2,0,1,0,0,1
3,1749,3,2,0,0,0,0,1
2,1500,3,1,0,0,1,0,1
2,1175,2,1,0,0,0,0,1
2,1280,2,1,1,0,0,0,1
2,1200,2,2,1,0,0,0,1
3,1610,2,2,0,0,0,0,1
2,1070,2,1,0,0,0,0,1
2,1200,2,0,0,0,1,0,1
2,1127,2,1,0,0,0,0,0
2,1210,2,1,1,0,0,0,1
2,600,2,1,1,0,0,0,1
4,4190,4,3,0,0,0,0,1
2,1364,2,2,0,0,0,0,1
4,2268,3,0,0,0,0,0,1
3,1150,2,2,0,0,0,0,1
2,1146,2,1,0,0,0,0,1
2,1345,2,2,1,0,0,0,1
2,1110,2,2,0,0,0,0,1
2,750,2,1,1,0,0,0,1
2,1156,2,2,1,0,0,0,1
2,1247,2,1,0,0,0,0,1
2,1058,2,2,0,0,0,0,1
2,950,2,1,0,0,0,0,1
2,420,2,0,0,0,0,0,1
4,600,2,2,0,0,1,0,1
3,1520,2,1,0,0,0,0,0
2,1215,2,2,0,0,0,0,1
1,900,1,1,1,0,0,0,1
3,2350,3,2,0,0,0,0,1
2,1050,2,2,0,0,0,0,1
3,1672,3,2,0,0,0,0,1
5,2800,5,2,0,0,1,0,1
3,1500,2,2,0,0,0,0,1
2,1400,2,2,0,0,0,0,1
4,4500,4,2,0,0,1,0,0
4,2700,4,2,1,0,0,0,1
2,920,2,1,0,0,0,0,0
3,1200,3,2,0,0,1,0,0
3,1250,3,2,1,0,0,0,1
3,1817,4,1.584375738,0,0,0,0,0
5,2043,6,1.584375738,0,0,1,0,1
2,1140,2,2,0,0,0,0,1
4,4346,4,1,1,0,0,0,1
2,1464,2,2,0,0,0,0,1
2,1468,3,2,0,0,0,0,1
3,1555,2,1,0,0,0,0,1
6,1200,4,2,0,0,1,0,1
2,1150,2,0,1,0,0,0,1
2,970,2,1,0,0,0,0,0
4,2500,4,3,0,0,0,0,0
2,1166,2,1,0,0,0,0,1
3,2779,3,1,0,0,1,0,1
3,1350,3,2,0,0,0,0,1
2,900,2,3,1,0,0,0,1
3,1300,2,2,0,0,0,0,1
3,1190,3,1,1,0,0,0,1
3,1495,2,2,0,0,0,0,1
2,1224,2,2,1,0,0,0,1
3,1350,2,2,0,0,0,0,1
2,940,2,1,1,0,0,0,1
2,1100,2,1,0,0,0,0,1
2,1300,2,2,0,0,0,0,1
3,1480,2,0,1,0,0,0,1
2,1105,2,2,0,0,0,0,1
3,2600,3,2,0,0,1,0,0
3,1517,3,2,0,0,0,0,0
6,3800,8,0,1,0,0,0,1
3,1615,3,2,0,0,0,0,1
3,1500,3,2,0,0,0,0,1
3,1082,3,1,0,0,0,0,1
2,1365,2,2,0,0,0,0,1
2,1000,2,3,0,0,0,0,1
2,1392,2,1,0,0,0,0,1
2,1086,2,1,0,0,0,0,0
3,1586,3,3,0,0,0,0,1
2,1100,2,1,1,0,0,0,1
2,1065,2,1,0,0,0,0,0
3,1500,2,1,0,0,1,0,1
3,1575,2,2,1,0,0,0,1
3,1975,3,3,0,0,0,0,1
2,820,2,2,0,0,0,0,1
3,1745,3,2,0,0,0,0,1
2,1223,2,1,0,0,0,0,1
3,1200,2,1,0,0,0,0,1
2,1200,2,0,0,0,0,0,1
1,665,1,1,0,0,0,0,0
2,1351,2,2,0,0,0,0,1
3,1355,3,1,0,0,0,0,0
3,3900,3,2,1,0,0,0,1
3,1588,3,1,0,0,0,0,0
2,900,2,1,0,1,0,0,1
3,440,3,0,0,0,1,0,1
4,3385,4,1.584375738,1,0,0,0,0
3,1370,2,2,0,0,0,0,1
3,1500,3,1,0,0,1,0,0
3,2280,3,1.584375738,0,0,0,0,1
3,1100,3,2,0,0,0,0,0
2,1247,2,0,1,0,0,0,1
3,2000,3,2,0,0,0,0,0
2,1020.07,2,1,0,0,0,0,0
3,1033,2,2,0,0,0,0,0
3,1460,2,3,1,0,0,0,1
2,1150,2,2,0,0,0,0,1
5,5965,5,1.584375738,0,0,0,0,1
2,1141,2,1,0,0,0,0,1
4,2912.5,6,0,0,0,0,0,1
4,4200,4,3,0,0,1,0,1
3,1665,2,3,0,0,0,0,0
2,1295,2,2,0,0,0,0,0
2,1230,2,1,0,0,0,0,0
3,1080,2,2,0,0,0,0,1
2,1000,2,1,0,0,0,0,1
3,2400,2,0,0,0,0,0,1
1,630.5,1,0,0,0,0,0,0
3,1708,3,2,0,0,0,0,0
3,1697,3,2,0,0,0,0,1
4,3537,5,3,0,0,0,0,1
1,615,1,1,0,0,0,0,0
3,1350,2,0,1,0,0,0,1
3,1530,2.692510947,1.584375738,0,0,0,0,1
2,1083,2,1,0,0,0,0,0
3,1460,2,2,0,0,0,0,1
2,1084,2,1,0,0,0,0,1
2,1035,2,1,0,0,0,0,0
3,2400,2,1,0,0,0,0,1
1,460,1,1,0,0,0,0,1
5,950,5,1.584375738,0,0,0,0,1
2,1285,2,2,0,0,0,0,1
19,2000,16,1.584375738,0,0,0,0,1
3,1200,3,2,0,0,1,0,1
2,1070,2,1,1,0,0,0,1
3,1801,3,2,0,0,0,0,1
3,1697,3,2,0,0,0,0,0
2,1199,2,2,0,0,0,0,1
3,2300,3,1,0,0,0,0,1
3,1340,2,3,0,0,0,0,1
4,3800,4,3,0,0,0,0,1
5,600,5,1.584375738,0,0,1,0,1
2,1125,2,1,0,0,0,0,1
2,1200,2,1,0,0,1,0,1
2,1050,2,3,1,0,0,0,1
2,956,2,1,1,0,0,0,1
2,1000,2,2,0,0,0,0,1
3,1596,3,0,1,0,0,0,1
6,1200,5,1,0,0,1,0,1
2,1296,2,3,0,0,0,0,0
6,1200,7,1.584375738,0,0,1,0,1
3,1639,3,3,1,0,0,0,1
2,1219,2,1,0,0,0,0,1
3,1200,3,1,1,0,0,0,1
2,1218,2,1,0,0,0,0,1
2,920,2,3,0,0,0,0,1
3,2559,3,2,0,0,0,0,1
1,525,1,1,0,0,0,0,0
3,1427,2,2,0,0,0,0,0
3,1270,3,2,0,0,0,0,0
2,920,2,3,1,0,0,0,1
4,2700,3,2,1,0,0,0,1
3,1740,3,2,0,0,0,0,1
3,1355,2,1.584375738,1,0,0,0,1
3,1530,2,2,0,0,0,0,1
3,1372,2,1,0,1,0,0,1
4,2363,5,2,0,0,0,0,1
4,3895,4,3,0,0,0,0,1
3,1950,3,2,0,0,0,0,0
2,885,2,3,1,0,0,0,1
2,600,2,2,1,0,0,0,1
5,1270,4,1,0,0,1,0,1
2,1380,2,0,0,0,1,0,1
2,1339,2,2,0,0,0,0,1
2,1130,2,1,0,0,0,0,1
2,1085,2,2,1,0,0,0,1
3,1430,3,2,1,0,0,0,1
4,1451.5,4,1,0,1,0,0,0
5,6200,5,1.584375738,0,0,0,0,1
3,1490,2,1,0,0,0,0,1
4,1650,4,0,1,0,0,0,1
2,1286,2,2,0,0,0,0,1
2,925,2,2,1,0,0,0,1
4,3016,4,3,0,0,0,0,1
2,1000,2,2,1,0,0,0,1
2,1215,2,2,0,0,0,0,1
4,1200,3,1,0,0,1,0,1
2,1336,2,2,0,0,0,0,1
1,673,1,1,0,0,0,0,1
2,1200,2,1,0,0,1,0,1
6,600,7,2,0,0,1,0,1
3,1600,3,3,0,0,0,0,1
2,1200,2,0,0,0,1,0,1
6,2480,4,1,0,0,1,0,1
3,2500,3,1.584375738,0,0,0,0,0
5,2400,5,3,0,0,1,0,1
2,1143,2,2,0,0,0,0,1
2,1470,2,2,0,0,0,0,1
4,1584,3,2,0,0,1,0,1
3,1785,3,2,0,0,0,0,1
3,2292,3,2,0,0,0,0,1
3,1460,3,3,0,0,0,0,1
3,1500,2,3,0,0,0,0,1
5,1200,4,1,0,0,1,0,1
5,3300,3,1.584375738,1,0,0,0,1
2,1230,2,2,0,0,0,0,1
1,650,1,1,0,0,0,0,1
2,1480,2,1.584375738,0,0,0,0,1
2,1220,2,1,0,0,0,0,1
3,1570,3,1,0,0,0,0,1
3,3000,3,3,1,0,0,0,1
3,1665,3,2,0,0,0,0,1
3,1350,3,1,0,0,1,0,1
4,4000,5,2,0,0,1,0,1
2,1100,2,0,0,0,1,0,1
3,1350,2,1,0,0,0,0,1
3,1719,3,2,1,0,0,0,1
1,664,1,1,0,0,0,0,1
2,1011,2,1,0,0,0,0,0
6,2400,6,0,1,0,0,0,1
3,1680,3,2,0,0,0,0,1
2,717,2,0,0,0,0,0,1
4,700,4,2,0,0,1,0,1
3,1520,2,2,0,0,0,0,1
3,1350,2,2,0,1,0,0,1
3,1760,3,1.584375738,0,0,0,0,0
2,875,2,1,0,0,0,0,1
2,1231,2,2,0,0,0,0,1
2,1174,2,3,0,0,0,0,1
3,1560,3,3,1,0,0,0,1
2,1464,2,2,0,0,0,0,1
3,2200,3,2,0,0,1,0,1
2,850,2,2,1,0,0,0,1
3,1750,3,1,1,0,0,0,1
3,2024,3,1.584375738,0,0,0,0,1
2,1500,1,0,0,0,1,0,1
6,2100,6,1.584375738,0,0,1,0,1
3,2408,4,2,0,0,0,0,1
2,1080,2,1,0,0,0,0,1
3,2070,3,2,0,0,0,0,1
2,1020,2,1,1,0,0,0,0
3,1500,2,3,0,0,0,0,1
4,1575,5,1,0,0,1,0,1
4,3250,4,1,0,0,1,0,1
2,1175,2,1,0,0,0,0,1
2,1030,2,1,0,0,0,0,1
2,1440,2,1,0,0,0,0,0
2,1500,2,1,1,0,0,0,1
1,1380,1,1,0,0,1,0,1
2,1200,2,3,1,0,0,0,1
1,705,1,2,1,0,0,0,1
3,2240,5,2,0,0,0,0,1
3,1584.01,3,1,0,0,0,0,1
3,1340,3,3,0,0,0,0,1
3,1800,3,2,0,0,0,0,1
2,1200,2,3,0,0,0,0,1
1,685,1,1,0,0,0,0,0
2,925,2,3,0,0,0,0,1
2,1230,2,2,0,0,0,0,1
5,1200,5,1,0,0,1,0,1
2,1125,2,1,0,0,0,0,1
2,1100,2,1,0,0,0,0,1
3,2400,3,2,0,0,1,0,0
3,1400,2,2,0,0,0,0,0
7,1200,7,2,0,0,1,0,1
3,1858,3,1,0,0,0,0,1
1,1260,1,1,0,0,1,0,1
4,3530,4,2,1,0,0,0,1
2,1185,2,2,0,0,0,0,1
2,1200,2,1,0,0,1,0,1
2,1255,2,1,0,0,0,0,1
4,3436,6,3,0,0,0,0,1
3,1335,3,2,1,0,0,0,1
3,1999,3,2,0,0,0,0,1
2,1200,2,1,0,0,1,0,1
3,1397,3,2,0,0,0,0,1
10,1200,10,1.584375738,0,0,1,0,1
4,3950,4,1.584375738,0,0,0,0,1
2,1200,2,1,0,0,1,0,1
3,1616,3,0,0,0,1,0,1
8,1200,7,2,0,0,1,0,1
4,1270,2,1,1,0,0,0,1
2,1140,2,2,0,0,0,0,1
1,525,1,1,0,0,0,0,0
3,1200,2,1,0,0,1,0,1
1,700,1,1,1,0,0,0,1
2,1205.47,2,1,0,0,0,0,0
3,1200,3,2,0,0,1,0,1
3,1700,3,2,0,0,0,0,1
5,750,4,0,0,0,1,0,1
2,1090,2,1,0,0,0,0,0
4,3600,5,1.584375738,0,0,0,0,1
1,2400,1,0,1,0,0,0,1
1,923,1,1,0,0,0,0,0
4,3595,6,2,0,0,0,0,0
2,1050,2,2,0,0,0,0,1
2,1495,2,2,0,0,0,0,1
3,1664,2.692510947,1.584375738,0,0,0,0,0
3,1485,3,2,1,0,0,0,1
3,1033,2,2,0,0,0,0,0
3,1400,2,1,0,0,0,0,1
1,500,1,0,1,0,0,0,1
2,944,2,1,0,0,0,0,1
5,3250,5,0,1,0,0,0,1
2,1216,2,1,0,0,0,0,0
2,1100,2,1,0,0,0,0,1
3,1743,3,2,0,0,0,0,1
2,1274,2,2,0,0,0,0,1
3,2500,3,2,0,0,0,0,1
3,1512,2,2,0,0,0,0,1
4,3100,5,1,0,0,0,0,1
3,1650,3,3,0,0,0,0,1
3,1875,3,1,1,0,0,0,1
3,1350,3,2,1,0,0,0,1
2,1219,2,2,0,0,0,0,1
4,1200,4,1,0,0,1,0,1
3,2400,3,3,0,0,1,0,1
2,1141,2,1,0,0,0,0,1
2,1151,2,1,0,0,0,0,1
3,832,3,1,0,0,1,0,1
2,915,2,1,0,0,0,0,1
3,3259,3,0,0,0,1,0,1
2,1115,2,1,0,0,0,0,0
3,2072,4,2,0,0,0,0,1
2,1200,2,2,0,0,0,0,1
2,1300,2,2,0,0,0,0,1
2,1457,2,2,0,0,0,0,1
2,1262,2,2,0,0,0,0,1
4,1196,3,1,0,0,1,0,1
2,900,2,2,0,0,0,0,0
1,420,1,1,1,0,0,0,1
2,1160,2,1,0,0,0,0,1
2,1115,2,2,0,0,0,0,1
3,1315,2,1,1,0,0,0,1
2,1500,2,2,1,0,0,0,1
2,1127,2,1,0,0,0,0,1
3,1397,3,2,0,0,0,0,0
2,1173,2,1,1,0,0,0,0
2,1090,2,2,0,0,0,0,1
3,2720,5,1.584375738,0,0,0,0,1
2,1230,2,1,0,0,0,0,0
4,3200,3,3,0,0,0,0,1
2,858,2,1,0,0,0,0,0
3,1868,3,1,0,0,0,0,0
3,1689.28,3,2,0,0,0,0,1
4,600,3,2,1,0,0,0,1
3,1425,3,3,0,0,0,0,1
6,1200,6,2,0,0,1,0,1
2,1350,2,1,0,0,1,0,1
6,4200,6,0,1,0,0,0,1
3,1310,2,1,0,0,0,0,1
4,3185,2.692510947,1.584375738,0,0,0,0,0
2,970,2,1,0,0,0,0,1
3,1397,3,3,0,0,0,0,0
2,1157,2,1,0,0,0,0,0
2,1125,2,1,0,0,0,0,1
2,1157,2,1,0,0,0,0,1
2,1241,2,1,0,0,0,0,1
1,660,1,1,0,0,0,0,0
4,4000,4,3,1,0,0,0,1
4,2340,4,1,0,0,0,0,1
1,596,1,1,1,0,0,0,1
16,10000,16,1.584375738,0,0,0,0,1
4,1200,4,3,0,0,1,0,1
3,1910,3,1,0,0,0,0,1
2,1139,2,2,0,0,0,0,1
4,3122,5,2,0,0,0,0,1
2,1033,2,2,0,0,0,0,0
2,1168,2,2,0,0,0,0,1
2,877,2,3,0,0,0,0,1
2,1340,2,2,1,0,0,0,0
3,1405,2,2,1,0,0,0,1
3,1800,3,3,0,0,0,0,1
3,1750,3,3,1,0,0,0,1
3,1360,2,1,0,0,0,0,1
3,675,2,0,0,0,1,0,1
2,985,2,1,0,0,0,0,0
2,1300,2,1,0,0,0,0,0
3,1850,3,2,0,0,0,0,1
3,1490,2,3,0,0,0,0,1
2,620,1,1,0,0,0,0,1
2,1130,2,1,0,0,0,0,0
2,1080,2,2,0,0,0,0,1
4,3126,4,1.584375738,1,0,0,0,1
3,1410,2,3,0,0,0,0,1
3,1375,3,2,0,0,0,0,1
3,1290,2,1,0,0,0,0,1
3,1318,2,1,0,0,0,0,0
2,1128,2,1,0,0,0,0,1
4,4428,4,2,0,0,1,0,1
2,1051,2,2,0,0,0,0,0
3,3500,5,0,0,0,1,0,1
4,2400,4,1,0,0,1,0,1
2,1327,2,3,0,0,0,0,1
4,2912,6,2,0,0,0,0,1
2,1301,2,2,0,0,0,0,1
1,650,1,0,0,0,0,0,1
3,1200,3,1,0,0,1,0,0
3,1500,2,2,0,0,0,0,1
4,2700,6,1.584375738,0,0,1,0,1
4,1350,4,2,0,0,1,0,1
2,1000,2,1,1,0,0,0,0
2,984,2,1,0,0,0,0,0
3,1819.18,3,1,0,0,0,0,0
1,900,1,0,1,0,0,0,1
3,1355,3,1,0,0,0,0,0
3,2145,4,1,0,0,0,0,1
3,2475,4,3,0,0,0,0,1
2,1118,2,0,0,0,0,0,0
1,910,1,1,0,0,0,0,1
3,1250,3,2,0,0,0,0,0
2,1304,2,3,0,0,0,0,0
3,1615,3,2,0,0,0,0,1
2,1400,2,2,0,0,0,0,1
2,1070,2,2,0,0,0,0,1
3,3500,3,3,0,0,0,0,0
2,1132,2,1,0,0,0,0,0
3,2000,3,2,0,0,0,0,1
7,2400,5,1,0,0,1,0,1
1,794,1,2,0,0,0,0,1
2,1090,2,2,0,0,0,0,1
3,1500,3,2,0,0,0,0,1
3,2059,3,2,0,0,0,0,1
1,525,1,1,0,0,0,0,0
2,1447,2,1,0,0,0,0,0
2,1269,2,1,0,0,0,0,0
4,4800,4,0,0,0,1,0,0
2,1070,2,2,0,0,0,0,1
2,1150,2,0,0,0,0,0,1
2,1208,2,2,0,0,0,0,1
2,1185,2,1,0,0,0,0,1
3,1200,3,1,0,0,1,0,1
2,888,2,1,0,0,0,0,1
2,1015,2,2,0,0,0,0,0
1,532,1,1,1,0,0,0,1
3,1060,3,1,0,0,0,0,1
1,700,1,1,1,0,0,0,1
2,902,2,2,0,0,0,0,1
6,600,3,3,0,0,1,0,1
2,1175,2,1,0,0,0,0,1
2,1365,2,1,0,0,0,0,0
2,984,2,1,0,0,0,0,1
4,2700,2,2,0,0,1,0,1
3,1475,3,2,0,0,0,0,1
2,1300,2,2,0,0,0,0,1
5,1200,6,1,0,0,1,0,1
3,1453,2,2,1,0,0,0,1
2,1550,2,3,0,0,0,0,1
3,1666,3,1.584375738,1,0,0,0,1
